Source	Target	Weight_Source_Target	Weight_Target_Source	Annotation
depression	dementia	37	21	TBD
depression	erectile_dysfunction	23	19	TBD
depression	addiction	15	24	TBD
depression	diabetes	30	42	TBD
depression	change	12	44	TBD
depression	physical_illness	27	57	TBD
depression	impotence	19	7	TBD
depression	low_self-esteem	20	29	TBD
depression	loneliness	19	73	TBD
depression	distress	29	7	TBD
depression	mood_swing	8	4	TBD
depression	chronic_insomnia	27	9	TBD
depression	lack_of_sleep	20	71	TBD
depression	cancer	16	28	TBD
depression	hair_loss	18	41	TBD
depression	hopelessness	12	19	TBD
depression	social_isolation	15	67	TBD
depression	psychological_problem	16	8	TBD
depression	sleep_disorder	11	49	TBD
depression	drug_use	24	11	TBD
depression	emotional_pain	23	24	TBD
depression	drug_abuse	35	19	TBD
depression	disease	59	86	TBD
depression	alcohol_abuse	14	12	TBD
depression	feeling_of_sadness	32	8	TBD
depression	suicidal_behavior	15	7	TBD
depression	drug_addiction	7	10	TBD
depression	confusion	26	12	TBD
depression	panic_attack	13	4	TBD
depression	disorder	20	43	TBD
depression	poor_sleep	12	22	TBD
depression	physical_problem	6	11	TBD
depression	tiredness	5	4	TBD
depression	migraine	14	3	TBD
depression	physical_change	9	14	TBD
depression	anorexia	7	5	TBD
depression	physical_ailment	9	7	TBD
depression	poverty	11	9	TBD
depression	financial_difficulty	9	2	TBD
depression	eating_disorder	38	20	TBD
depression	damage	11	6	TBD
depression	difficulty	14	19	TBD
depression	anxiety_disorder	24	22	TBD
depression	negative_thinking	12	18	TBD
depression	inactivity	13	17	TBD
depression	mental_disorder	5	2	TBD
depression	schizophrenia	4	14	TBD
depression	feeling	33	63	TBD
depression	financial_problem	6	8	TBD
depression	side_effect	10	13	TBD
depression	emotional_stress	4	14	TBD
depression	chronic_fatigue	7	10	TBD
depression	cf	9	7	TBD
depression	change_in_mood	8	2	TBD
depression	malnutrition	12	7	TBD
depression	sleep_disturbance	22	40	TBD
depression	ibs	10	8	TBD
depression	suicidal_ideation	6	3	TBD
depression	alcohol_use	5	12	TBD
depression	decline	4	7	TBD
depression	psychotic_symptom	4	3	TBD
depression	sex	6	3	TBD
depression	irritability	11	8	TBD
depression	arthritis	3	5	TBD
depression	feeling_of_guilt	14	12	TBD
depression	fm	8	6	TBD
depression	thought	30	10	TBD
depression	emotion	6	24	TBD
depression	guilt	40	38	TBD
depression	chronic_fatigue_syndrome	4	5	TBD
depression	drinking	5	11	TBD
depression	war	5	15	TBD
depression	emotional_problem	4	2	TBD
depression	starvation	3	2	TBD
depression	low_mood	6	4	TBD
depression	downward_spiral	6	8	TBD
depression	inflammation	7	18	TBD
depression	bulimia	9	23	TBD
depression	impairment	11	4	TBD
depression	withdrawal	7	23	TBD
depression	physiological_change	6	2	TBD
depression	constipation	6	12	TBD
depression	marijuana_use	15	17	TBD
depression	ocd	4	10	TBD
depression	divorce	3	13	TBD
depression	change_in_brain_chemistry	7	13	TBD
depression	health_issue	6	4	TBD
depression	injury	7	17	TBD
depression	stock_market_crash	5	22	TBD
depression	immobility	2	3	TBD
depression	feeling_of_hopelessness	7	6	TBD
depression	type_2_diabetes	7	3	TBD
depression	brain_change	7	3	TBD
depression	attempt	6	10	TBD
depression	poor_nutrition	6	13	TBD
depression	child_abuse	12	3	TBD
depression	vitamin_d_deficiency	23	72	TBD
depression	ailment	9	2	TBD
depression	thyroid_dysfunction	4	6	TBD
depression	chronic_condition	7	6	TBD
depression	antidepressant	11	10	TBD
depression	marital_problem	4	7	TBD
depression	economic_hardship	4	3	TBD
depression	helplessness	4	10	TBD
depression	disruption	13	5	TBD
depression	tinnitus	3	7	TBD
depression	self-loathing	7	5	TBD
depression	toxin	2	6	TBD
depression	disturbed_sleep	4	2	TBD
depression	bankruptcy	3	2	TBD
depression	action	24	5	TBD
depression	absence	2	7	TBD
depression	thought_pattern	2	3	TBD
depression	negative_feeling	2	5	TBD
depression	diagnosis	4	11	TBD
depression	chemical_change	2	7	TBD
depression	somatic_symptom	2	3	TBD
depression	high_blood_pressure	5	16	TBD
depression	discomfort	7	6	TBD
depression	gambling	6	2	TBD
depression	interpersonal_problem	2	3	TBD
depression	dehydration	6	9	TBD
depression	panic	3	5	TBD
depression	anorexia_nervosa	2	3	TBD
depression	sexual_problem	5	2	TBD
depression	psychological_effect	3	2	TBD
depression	habit	2	8	TBD
depression	adhd	3	9	TBD
depression	negative_emotion	2	4	TBD
depression	ill_health	5	4	TBD
depression	lack_of_exercise	16	8	TBD
depression	falling_price	2	4	TBD
depression	heavy_drinking	3	9	TBD
depression	feeling_of_helplessness	2	6	TBD
anxiety	insomnia	247	52	TBD
insomnia	symptom	57	19	TBD
insomnia	condition	18	32	TBD
insomnia	irritability	28	26	TBD
health_problem	insomnia	19	20	TBD
insomnia	panic_attack	8	15	TBD
psychiatric_disorder	insomnia	11	8	TBD
sleep_deprivation	insomnia	4	6	TBD
tension	insomnia	16	5	TBD
pain	insomnia	43	9	TBD
insomnia	headache	7	10	TBD
insomnia	anxiety_disorder	13	4	TBD
insomnia	nervousness	3	5	TBD
low_level_of_serotonin	insomnia	9	4	TBD
illness	insomnia	5	4	TBD
insomnia	frustration	4	5	TBD
emotional_problem	insomnia	3	2	TBD
pain	suicide	8	6	TBD
stress	suicide	27	8	TBD
suicide	injury	5	4	TBD
suicide	loneliness	5	8	TBD
suicide	grief	2	8	TBD
paralysis	complication	10	8	TBD
respiratory_failure	paralysis	4	15	TBD
problem	diabetes	80	237	TBD
high_blood_pressure	diabetes	22	71	TBD
depression	diabetes	30	42	TBD
diabetes	condition	195	165	TBD
hypertension	diabetes	41	30	TBD
hyperglycemia	diabetes	10	43	TBD
atherosclerosis	diabetes	9	31	TBD
diabetes	symptom	106	26	TBD
weight_gain	diabetes	39	40	TBD
increase	diabetes	17	16	TBD
diabetes	infection	19	24	TBD
diabetes	change	7	11	TBD
cancer	diabetes	11	22	TBD
abnormality	diabetes	4	6	TBD
diabetes	injury	7	3	TBD
liver_disease	diabetes	13	18	TBD
inflammation	diabetes	47	36	TBD
gum_disease	diabetes	7	11	TBD
disease	diabetes	58	42	TBD
diabetes	high_blood_sugar	7	11	TBD
high_cholesterol	diabetes	10	11	TBD
diabetes	periodontal_disease	6	9	TBD
diabetes	coronary_heart_disease	22	5	TBD
blood_sugar_level	diabetes	5	16	TBD
health_condition	diabetes	3	5	TBD
hypoglycemia	diabetes	15	12	TBD
disorder	diabetes	30	15	TBD
pancreatitis	diabetes	18	7	TBD
high_triglyceride	diabetes	6	12	TBD
age	diabetes	10	3	TBD
glucose	diabetes	4	9	TBD
blood_sugar	diabetes	4	8	TBD
diabetes	arthritis	5	6	TBD
anxiety	diabetes	26	28	TBD
poor_health	diabetes	2	4	TBD
diabetes	excessive_weight_gain	2	5	TBD
anxiety	insomnia	247	52	TBD
anxiety	depression	256	498	TBD
anxiety	symptom	247	53	TBD
anxiety	problem	113	41	TBD
anxiety	panic_attack	84	18	TBD
anxiety	stress	74	303	TBD
anxiety	tension	35	8	TBD
anxiety	pain	44	99	TBD
anxiety	palpitation	23	9	TBD
anxiety	erectile_dysfunction	53	11	TBD
anxiety	behavior	44	17	TBD
anxiety	sleep_disorder	16	8	TBD
anxiety	lack_of_sleep	35	49	TBD
anxiety	impotence	30	21	TBD
anxiety	condition	37	74	TBD
anxiety	ibs	20	10	TBD
anxiety	hair_loss	22	11	TBD
anxiety	panic	15	4	TBD
anxiety	diarrhea	11	9	TBD
anxiety	fatigue	41	22	TBD
anxiety	sexual_dysfunction	15	5	TBD
anxiety	illness	22	32	TBD
anxiety	ed	12	6	TBD
anxiety	death	8	14	TBD
anxiety	infertility	15	19	TBD
anxiety	physical_problem	8	6	TBD
anxiety	mood_swing	8	3	TBD
anxiety	disease	9	34	TBD
anxiety	aggression	8	3	TBD
anxiety	diabetes	26	28	TBD
anxiety	burnout	17	4	TBD
anxiety	disorder	35	16	TBD
anxiety	attack	17	6	TBD
anxiety	discomfort	7	5	TBD
anxiety	issue	8	9	TBD
anxiety	procrastination	13	19	TBD
anxiety	shortness_of_breath	10	22	TBD
anxiety	sleep_disturbance	15	8	TBD
anxiety	anger	10	31	TBD
anxiety	repression	7	2	TBD
anxiety	sickness	7	4	TBD
anxiety	hormonal_imbalance	8	6	TBD
anxiety	stuttering	9	2	TBD
anxiety	weight_gain	14	5	TBD
anxiety	physical_illness	9	8	TBD
anxiety	low_serotonin_level	15	12	TBD
anxiety	mistake	3	5	TBD
anxiety	eating_disorder	17	4	TBD
anxiety	post-traumatic_stress_disorder	3	12	TBD
anxiety	feeling	18	25	TBD
anxiety	tinnitus	7	13	TBD
anxiety	addiction	8	6	TBD
anxiety	psoriasis	4	7	TBD
anxiety	frustration	4	9	TBD
anxiety	worry	3	8	TBD
anxiety	thing	11	5	TBD
anxiety	ptsd	8	29	TBD
anxiety	substance_abuse	11	31	TBD
anxiety	loss_of_appetite	4	2	TBD
anxiety	low_self-esteem	6	7	TBD
anxiety	hair_thinning	3	7	TBD
anxiety	anemia	3	6	TBD
anxiety	vertigo	5	12	TBD
anxiety	alcoholism	3	7	TBD
anxiety	avoidance	7	3	TBD
anxiety	personal_problem	2	3	TBD
anxiety	low_self_esteem	2	3	TBD
anxiety	disruption	6	3	TBD
anxiety	medical_problem	8	3	TBD
anxiety	difficulty	13	10	TBD
anxiety	sadness	4	7	TBD
anxiety	accident	2	6	TBD
anxiety	denial	3	2	TBD
anxiety	depressive_disorder	7	4	TBD
anxiety	nervousness	5	7	TBD
anxiety	resistance	3	6	TBD
anxiety	acne	5	15	TBD
anxiety	prozac	2	9	TBD
anxiety	chronic_illness	6	16	TBD
anxiety	relationship_problem	2	5	TBD
anxiety	adhd	3	6	TBD
anxiety	error	4	11	TBD
anxiety	isolation	2	9	TBD
anxiety	shallow_breathing	2	7	TBD
anxiety	night_sweat	3	2	TBD
anxiety	asthma	3	11	TBD
anxiety	hot_flash	2	4	TBD
anxiety	hormone	4	2	TBD
anxiety	infection	2	3	TBD
anxiety	irritation	2	4	TBD
infertility	stress	77	75	TBD
anxiety	infertility	15	19	TBD
infertility	impotence	4	5	TBD
tension	infertility	5	2	TBD
malnutrition	diarrhea	28	45	TBD
abdominal_pain	diarrhea	7	17	TBD
fever	diarrhea	8	7	TBD
shock	diarrhea	3	7	TBD
vomiting	diarrhea	4	6	TBD
nausea	diarrhea	16	13	TBD
disease	diarrhea	146	31	TBD
malabsorption	diarrhea	7	4	TBD
weakness	diarrhea	2	5	TBD
illness	diarrhea	118	50	TBD
problem	diarrhea	8	17	TBD
diarrhea	flu	3	11	TBD
diarrhea	symptom	8	6	TBD
anxiety	diarrhea	11	9	TBD
side_effect	diarrhea	7	9	TBD
constipation	diarrhea	9	2	TBD
diarrhea	change	3	5	TBD
spasm	diarrhea	8	2	TBD
aid	disease	34	8	TBD
aid	infection	28	79	TBD
aid	poverty	27	35	TBD
aid	discrimination	11	4	TBD
aid	behavior	3	7	TBD
respiratory_failure	paralysis	4	15	TBD
type_2_diabetes	obesity	223	193	TBD
insulin_resistance	obesity	164	264	TBD
obesity	sleep_apnea	108	22	TBD
obesity	condition	156	157	TBD
health_issue	obesity	14	66	TBD
metabolic_syndrome	obesity	31	44	TBD
depression	obesity	75	82	TBD
illness	obesity	92	102	TBD
obesity	medical_condition	80	45	TBD
high_cholesterol	obesity	9	31	TBD
obesity	pcos	35	28	TBD
obesity	fatty_liver	11	7	TBD
chronic_inflammation	obesity	12	26	TBD
psychological_problem	obesity	18	15	TBD
disorder	obesity	51	17	TBD
leptin_resistance	obesity	8	19	TBD
obstructive_sleep_apnea	obesity	16	9	TBD
obesity	hyperinsulinemia	13	24	TBD
elevated_cholesterol	obesity	3	14	TBD
obesity	issue	7	3	TBD
obesity	vitamin_d_deficiency	22	15	TBD
stress	obesity	59	41	TBD
obesity	hormonal_change	4	2	TBD
obesity	change	7	3	TBD
metabolic_disorder	obesity	30	16	TBD
polycystic_ovarian_syndrome	obesity	7	3	TBD
obesity	hormone_imbalance	6	2	TBD
glucose_intolerance	obesity	2	3	TBD
obesity	poverty	12	31	TBD
obesity	metabolic_change	10	7	TBD
side_effect	obesity	11	3	TBD
obesity	hypothyroidism	5	15	TBD
obesity	insulin_insensitivity	3	4	TBD
excess_weight	obesity	10	5	TBD
emotional_problem	obesity	4	3	TBD
obesity	physical_activity	28	25	TBD
obesity	hormone	7	4	TBD
behavior	obesity	24	5	TBD
obesity	positive_energy_balance	4	16	TBD
triglyceride	obesity	5	2	TBD
bacteria	acne	603	405	TBD
bacteria	gum_disease	403	122	TBD
bacteria	odor	402	507	TBD
bacteria	periodontal_disease	108	102	TBD
bacteria	halitosis	64	21	TBD
bacteria	dental_caries	17	5	TBD
bacteria	caries	16	9	TBD
bacteria	periodontitis	16	5	TBD
bacteria	bv	19	5	TBD
bacteria	virus	9	10	TBD
bacteria	fungus	12	3	TBD
bacteria	disorder	6	8	TBD
bacteria	dry_mouth	4	2	TBD
bacteria	mold	8	14	TBD
bacteria	biofilms	7	2	TBD
bacteria	water	3	2	TBD
health_problem	insomnia	19	20	TBD
problem	health_problem	15	9	TBD
health_problem	weight_gain	8	33	TBD
health_problem	accident	5	6	TBD
disability	health_problem	2	8	TBD
damage	health_problem	11	8	TBD
exposure	disability	17	4	TBD
exposure	accident	2	3	TBD
tuberculosis	infection	11	25	TBD
tuberculosis	poverty	17	4	TBD
inflammation	disease	182	258	TBD
inflammation	cancer	91	32	TBD
inflammation	condition	106	294	TBD
inflammation	asthma	43	46	TBD
inflammation	cardiovascular_disease	41	16	TBD
inflammation	diabetes	47	36	TBD
inflammation	insulin_resistance	41	26	TBD
inflammation	anemia	21	5	TBD
inflammation	oxidative_stress	21	56	TBD
inflammation	scar_tissue	26	9	TBD
inflammation	chronic_disease	58	28	TBD
inflammation	aging	76	18	TBD
inflammation	adhesion	24	27	TBD
inflammation	depression	18	7	TBD
inflammation	disorder	29	27	TBD
inflammation	heat	31	22	TBD
inflammation	sinusitis	13	9	TBD
inflammation	illness	35	64	TBD
inflammation	fever	20	6	TBD
inflammation	irritation	49	78	TBD
inflammation	acute_pain	9	2	TBD
inflammation	necrosis	5	8	TBD
inflammation	lesion	14	11	TBD
inflammation	sciatica	12	36	TBD
inflammation	ulcer	24	15	TBD
inflammation	change	11	13	TBD
inflammation	back_pain	22	10	TBD
inflammation	gum_disease	18	46	TBD
inflammation	stroke	21	8	TBD
inflammation	pimple	30	14	TBD
inflammation	tumor	6	3	TBD
inflammation	dry_eye	4	8	TBD
inflammation	pressure	9	5	TBD
inflammation	carpal_tunnel_syndrome	5	3	TBD
inflammation	emphysema	6	5	TBD
inflammation	chronic_condition	9	23	TBD
inflammation	ailment	8	2	TBD
inflammation	skin	6	7	TBD
inflammation	type_2_diabetes	8	14	TBD
inflammation	damage_to_the_joint	26	7	TBD
inflammation	cell_death	7	3	TBD
inflammation	breakout	10	6	TBD
inflammation	bursitis	22	9	TBD
inflammation	health_condition	19	4	TBD
inflammation	white_blood_cell	5	24	TBD
inflammation	autoimmune_disease	15	61	TBD
inflammation	eczema	33	48	TBD
inflammation	free_radical_damage	30	19	TBD
inflammation	cytokine	14	25	TBD
inflammation	cataract	8	9	TBD
inflammation	gingivitis	8	9	TBD
inflammation	heartburn	4	6	TBD
inflammation	chronic_illness	9	4	TBD
inflammation	joint_problem	7	8	TBD
inflammation	plantar_fasciitis	4	6	TBD
inflammation	hemorrhoid	19	39	TBD
inflammation	high_blood_pressure	9	16	TBD
inflammation	skin_disease	7	5	TBD
inflammation	ear_infection	4	2	TBD
inflammation	osteoporosis	12	3	TBD
inflammation	c-reactive_protein	3	6	TBD
inflammation	release_of_chemical	3	12	TBD
inflammation	chemical	13	60	TBD
inflammation	bone	4	9	TBD
inflammation	medical_condition	3	10	TBD
inflammation	mucus	5	3	TBD
inflammation	hemorrhage	3	8	TBD
inflammation	cell	3	10	TBD
inflammation	protein	30	50	TBD
inflammation	pneumonia	3	4	TBD
inflammation	skin_problem	2	7	TBD
inflammation	debris	6	10	TBD
inflammation	tendonitis	4	15	TBD
inflammation	sore_throat	4	5	TBD
inflammation	sinus_infection	3	8	TBD
inflammation	release_of_substance	5	13	TBD
inflammation	blockage	4	14	TBD
inflammation	skin_rash	6	5	TBD
inflammation	multiple_sclerosis	4	11	TBD
inflammation	dryness	4	7	TBD
inflammation	lung_disease	3	5	TBD
inflammation	cellular_damage	4	3	TBD
inflammation	tendinitis	2	3	TBD
inflammation	muscle	3	6	TBD
inflammation	ischemia	2	5	TBD
inflammation	compression	2	3	TBD
inflammation	crohn_s_disease	4	12	TBD
inflammation	menstrual_cramp	4	5	TBD
inflammation	kidney_disease	2	5	TBD
erosion	flooding	14	27	TBD
natural_disaster	flooding	7	5	TBD
flooding	soil_erosion	6	12	TBD
headache	nausea	55	12	TBD
headache	symptom	40	26	TBD
dizziness	headache	3	10	TBD
seizure	headache	10	5	TBD
depression	headache	36	16	TBD
problem	headache	60	17	TBD
insomnia	headache	7	10	TBD
disorder	headache	26	6	TBD
neck_pain	headache	30	10	TBD
headache	irritability	2	5	TBD
side_effect	headache	6	7	TBD
headache	blurred_vision	6	4	TBD
trigger	headache	6	5	TBD
damage	death	202	77	TBD
damage	problem	88	51	TBD
damage	disease	138	407	TBD
damage	loss	128	172	TBD
damage	change	21	11	TBD
damage	arthritis	8	36	TBD
damage	osteoarthritis	15	19	TBD
damage	mutation	35	13	TBD
damage	condition	51	90	TBD
damage	atherosclerosis	11	13	TBD
damage	complication	11	4	TBD
damage	serious_problem	18	4	TBD
damage	rot	6	13	TBD
damage	harm	7	13	TBD
damage	apoptosis	9	2	TBD
liability	damage	5	6	TBD
damage	bankruptcy	5	2	TBD
damage	seizure	3	10	TBD
damage	collapse	6	2	TBD
damage	fracture	7	2	TBD
loss_of_life	damage	4	3	TBD
chronic_disease	damage	6	3	TBD
damage	alzheimer_'s_disease	3	8	TBD
damage	side_effect	6	5	TBD
damage	repair	10	19	TBD
damage	suffering	4	5	TBD
damage	sickness	8	6	TBD
claim	damage	25	7	TBD
damage	malfunction	6	4	TBD
damage	data_loss	3	10	TBD
damage	emphysema	3	2	TBD
damage	closure	4	8	TBD
damage	element	41	60	TBD
damage	long-term_effect	2	9	TBD
damage	health_problem	11	8	TBD
downtime	damage	10	9	TBD
damage	danger	8	9	TBD
damage	periodontal_disease	5	8	TBD
aging_process	damage	20	5	TBD
damage	burning	3	9	TBD
damage	sunburn	2	8	TBD
depression	damage	11	6	TBD
damage	degenerative_disease	5	3	TBD
damage	hazard	7	28	TBD
damage	fatigue	5	13	TBD
damage	obstruction	2	3	TBD
damage	brownout	5	3	TBD
depression	starvation	3	2	TBD
starvation	condition	3	2	TBD
war	starvation	6	4	TBD
disability	poverty	42	53	TBD
disability	problem	47	32	TBD
disability	symptom	9	30	TBD
disability	change	10	8	TBD
disability	stress	3	11	TBD
disability	mental_health_condition	8	6	TBD
disability	barrier	6	4	TBD
disability	aging	12	32	TBD
disability	handicap	2	5	TBD
disability	fatigue	12	4	TBD
disability	health_problem	2	8	TBD
exposure	disability	17	4	TBD
action	disability	4	2	TBD
delay	problem	138	103	TBD
pain	problem	116	277	TBD
problem	stress	150	370	TBD
problem	symptom	296	131	TBD
depression	problem	203	114	TBD
problem	failure	94	48	TBD
anxiety	problem	113	41	TBD
problem	divorce	35	31	TBD
homelessness	problem	69	43	TBD
problem	abuse	21	76	TBD
problem	frustration	33	17	TBD
problem	crisis	63	32	TBD
problem	injury	76	151	TBD
damage	problem	88	51	TBD
problem	issue	35	122	TBD
problem	kidney_failure	22	6	TBD
problem	accident	66	123	TBD
neglect	problem	63	15	TBD
problem	headache	60	17	TBD
violence	problem	36	13	TBD
problem	crime	20	50	TBD
problem	hearing_loss	13	26	TBD
problem	conflict	25	66	TBD
confusion	problem	51	22	TBD
illness	problem	122	59	TBD
problem	fatigue	19	33	TBD
disability	problem	47	32	TBD
problem	weight_gain	19	23	TBD
problem	leak	10	43	TBD
problem	dizziness	7	9	TBD
health_problem	problem	9	15	TBD
problem	loss	21	22	TBD
problem	irritation	17	13	TBD
problem	heart_disease	65	35	TBD
problem	diabetes	80	237	TBD
problem	stroke	45	98	TBD
downtime	problem	3	13	TBD
credit_crunch	problem	8	11	TBD
problem	impotence	8	3	TBD
problem	back_pain	17	13	TBD
cerebral_palsy	problem	21	17	TBD
problem	cost_overrun	7	3	TBD
problem	move	4	15	TBD
cancer	problem	318	91	TBD
problem	seizure	22	14	TBD
problem	diarrhea	8	17	TBD
problem	harm	8	6	TBD
problem	bad_breath	4	3	TBD
problem	termination	15	5	TBD
problem	heart_attack	22	10	TBD
problem	surgery	48	104	TBD
birth_defect	problem	10	4	TBD
problem	disaster	54	37	TBD
problem	vertigo	11	3	TBD
problem	fall	10	14	TBD
problem	heart_failure	20	9	TBD
problem	suspension	7	2	TBD
problem	health_issue	3	12	TBD
problem	cancellation	8	4	TBD
problem	anger	10	31	TBD
problem	incident	22	43	TBD
problem	global_financial_crisis	4	7	TBD
problem	financial_crisis	25	19	TBD
mess	problem	4	3	TBD
tension	problem	37	19	TBD
problem	jaundice	4	7	TBD
emotional_stress	problem	6	9	TBD
problem	sleep_apnea	11	8	TBD
problem	blockage	12	40	TBD
problem	economic_crisis	4	14	TBD
problem	exclusion	5	10	TBD
problem	therapy	10	6	TBD
problem	infestation	5	4	TBD
problem	penalty	3	9	TBD
chronic_pain	problem	18	6	TBD
problem	inefficiency	6	3	TBD
claim	problem	10	9	TBD
consequence	problem	4	7	TBD
problem	unhappiness	3	4	TBD
problem	shame	4	5	TBD
problem	embarrassment	28	12	TBD
problem	incarceration	4	2	TBD
problem	urinary_incontinence	3	4	TBD
problem	relationship	14	52	TBD
problem	breakdown	11	5	TBD
violation	problem	4	2	TBD
problem	abandonment	5	4	TBD
problem	distraction	2	5	TBD
problem	cost	46	21	TBD
problem	phenomenon	4	17	TBD
problem	chaos	3	5	TBD
problem	outage	7	8	TBD
problem	premature_birth	7	25	TBD
solution	problem	25	8	TBD
problem	preparation	7	2	TBD
current_situation	problem	8	3	TBD
poor_performance	problem	5	2	TBD
feeling	problem	7	3	TBD
black_hole	problem	5	16	TBD
problem	physical_illness	5	2	TBD
problem	fraud	2	9	TBD
problem	denial	2	5	TBD
problem	learning	5	4	TBD
problem	gerd	7	6	TBD
problem	dementia	33	22	TBD
problem	explosion	3	5	TBD
allergic_reaction	problem	9	7	TBD
problem	erectile_dysfunction	5	24	TBD
dry_mouth	problem	13	5	TBD
problem	odor	4	2	TBD
problem	fine	2	4	TBD
debt	problem	41	17	TBD
problem	anorexia	7	4	TBD
deficit	problem	15	6	TBD
panic	problem	8	4	TBD
problem	sleep_disorder	6	21	TBD
problem	spelling	6	5	TBD
problem	kidney_stone	3	6	TBD
problem	anaemia	2	7	TBD
shortage	problem	12	3	TBD
problem	flood	10	29	TBD
poor_sleep	problem	9	2	TBD
problem	ill_health	7	3	TBD
problem	absenteeism	3	7	TBD
problem	shoulder_pain	5	2	TBD
problem	social_isolation	3	7	TBD
problem	great_depression	3	6	TBD
problem	disturbance	2	6	TBD
tooth_decay	problem	16	4	TBD
world_war_ii	problem	3	2	TBD
problem	conviction	2	7	TBD
injury	condition	223	127	TBD
disease	condition	199	151	TBD
inflammation	condition	106	294	TBD
high_blood_pressure	condition	80	118	TBD
anxiety	condition	37	74	TBD
infection	condition	174	110	TBD
illness	condition	56	50	TBD
failure	condition	9	30	TBD
cancer	condition	61	73	TBD
malnutrition	condition	38	48	TBD
diabetes	condition	195	165	TBD
accident	condition	73	66	TBD
insomnia	condition	18	32	TBD
damage	condition	51	90	TBD
situation	condition	7	24	TBD
obesity	condition	156	157	TBD
hypertension	condition	19	55	TBD
distress	condition	11	36	TBD
constipation	condition	49	160	TBD
fever	condition	10	39	TBD
brain_damage	condition	28	36	TBD
loss	condition	13	18	TBD
chronic_inflammation	condition	21	54	TBD
irritation	condition	12	59	TBD
change	condition	98	33	TBD
malabsorption	condition	8	17	TBD
disorder	condition	30	44	TBD
war	condition	23	27	TBD
blood_clot	condition	13	17	TBD
poverty	condition	24	12	TBD
dehydration	condition	18	50	TBD
liver	condition	16	14	TBD
behavior	condition	10	17	TBD
hypoxia	condition	11	7	TBD
atherosclerosis	condition	10	18	TBD
pulmonary_embolism	condition	2	4	TBD
violence	condition	3	14	TBD
event	condition	18	23	TBD
cardiovascular_disease	condition	9	19	TBD
shock	condition	25	17	TBD
nerve_damage	condition	8	22	TBD
eczema	condition	25	13	TBD
tissue_damage	condition	20	25	TBD
bacterial_infection	condition	42	34	TBD
arthritis	condition	35	55	TBD
type_2_diabetes	condition	10	21	TBD
kidney_disease	condition	13	23	TBD
surgery	condition	18	6	TBD
growth	condition	4	5	TBD
hypothyroidism	condition	15	13	TBD
autism	condition	6	17	TBD
muscle_spasm	condition	5	10	TBD
nutritional_deficiency	condition	20	11	TBD
medical_condition	condition	19	8	TBD
fear	condition	8	15	TBD
health_condition	condition	16	20	TBD
disaster	condition	5	11	TBD
vitamin_d_deficiency	condition	26	28	TBD
magnesium_deficiency	condition	14	4	TBD
tension	condition	23	6	TBD
birth_defect	condition	9	7	TBD
substance_abuse	condition	4	9	TBD
gerd	condition	3	4	TBD
asthma	condition	9	19	TBD
hemorrhoid	condition	5	16	TBD
neglect	condition	55	13	TBD
skin_irritation	condition	12	21	TBD
emotional_problem	condition	3	14	TBD
mental_illness	condition	2	7	TBD
scar_tissue	condition	7	5	TBD
abuse	condition	16	14	TBD
imbalance	condition	8	6	TBD
overcrowding	condition	5	3	TBD
muscle	condition	12	5	TBD
panic_attack	condition	5	2	TBD
hypoglycemia	condition	5	11	TBD
strabismus	condition	8	2	TBD
arrhythmia	condition	3	6	TBD
gout	condition	12	21	TBD
urinary_tract_infection	condition	2	6	TBD
reaction	condition	3	5	TBD
strain	condition	26	6	TBD
food_allergy	condition	15	7	TBD
poor_circulation	condition	8	24	TBD
pelvic_inflammatory_disease	condition	2	6	TBD
gum_disease	condition	2	3	TBD
insulin_resistance	condition	30	31	TBD
brain_injury	condition	16	21	TBD
acid_reflux	condition	4	7	TBD
starvation	condition	3	2	TBD
subluxation	condition	7	8	TBD
tiredness	condition	2	9	TBD
fibromyalgia	condition	8	3	TBD
hiv	condition	22	6	TBD
serious_infection	condition	4	5	TBD
recession	condition	3	2	TBD
diagnosis	condition	3	4	TBD
free_radical	condition	6	9	TBD
blockage	condition	11	8	TBD
poor_posture	condition	20	17	TBD
discharge	condition	2	3	TBD
emotional_issue	condition	11	5	TBD
breathing	condition	5	6	TBD
embolism	condition	3	2	TBD
high_level	condition	6	3	TBD
premature_birth	condition	3	2	TBD
mold	condition	4	3	TBD
dry_skin	condition	6	3	TBD
syndrome	condition	8	2	TBD
pain	symptom	63	67	TBD
problem	symptom	296	131	TBD
complication	symptom	12	30	TBD
anxiety	symptom	247	53	TBD
disability	symptom	9	30	TBD
impairment	symptom	19	31	TBD
insomnia	symptom	57	19	TBD
stroke	symptom	50	15	TBD
dysfunction	symptom	24	16	TBD
side_effect	symptom	14	5	TBD
dehydration	symptom	41	18	TBD
serious_problem	symptom	4	12	TBD
symptom	heart_attack	19	25	TBD
fever	symptom	37	10	TBD
treatment	symptom	49	37	TBD
headache	symptom	40	26	TBD
numbness	symptom	5	8	TBD
alcohol_abuse	symptom	8	5	TBD
heart_disease	symptom	23	16	TBD
vomiting	symptom	2	4	TBD
mood_swing	symptom	12	5	TBD
dizziness	symptom	5	4	TBD
serious_illness	symptom	8	5	TBD
shock	symptom	17	16	TBD
panic	symptom	14	5	TBD
fear	symptom	19	7	TBD
irritability	symptom	3	6	TBD
seizure	symptom	9	12	TBD
diarrhea	symptom	8	6	TBD
diabetes	symptom	106	26	TBD
bleeding	symptom	6	5	TBD
