Source	Target	Weight_Source_Target	Annotation
asbestos_exposure	hazard	8	TBD
asbestos_exposure	serious_injury	2	TBD
asbestos_exposure	adverse_health_effect	3	TBD
asbestos_exposure	respiratory_illness	2	TBD
asbestos_exposure	various_disease	2	TBD
asbestos_exposure	lesion	4	TBD
asbestos_exposure	health_condition	5	TBD
asbestos_exposure	lung_problem	4	TBD
asbestos_exposure	damage_to_the_lung	2	TBD
asbestos_exposure	condition	3	TBD
asbestos_exposure	medical_problem	2	TBD
asbestos_exposure	risk	3	TBD
asbestos_exposure	harm	3	TBD
asbestos_exposure	serious_health_condition	3	TBD
asbestos_exposure	personal_injury	2	TBD
kidney_disease	high_blood_pressure	295	TBD
kidney_disease	hypertension	27	TBD
kidney_disease	anemia	15	TBD
kidney_disease	death	52	TBD
kidney_disease	kidney_failure	53	TBD
kidney_disease	condition	13	TBD
kidney_disease	secondary_hypertension	12	TBD
kidney_disease	edema	8	TBD
kidney_disease	problem	25	TBD
kidney_disease	elevated_blood_pressure	10	TBD
kidney_disease	complication	12	TBD
kidney_disease	symptom	5	TBD
kidney_disease	blindness	6	TBD
kidney_disease	amputation	12	TBD
kidney_disease	inflammation	5	TBD
kidney_disease	nausea	6	TBD
kidney_disease	serious_problem	4	TBD
kidney_disease	illness	3	TBD
kidney_disease	premature_death	8	TBD
kidney_disease	bone_disease	4	TBD
kidney_disease	nephrotic_syndrome	12	TBD
kidney_disease	mortality	7	TBD
kidney_disease	fluid_retention	2	TBD
kidney_disease	bad_breath	2	TBD
kidney_disease	osteoporosis	1	TBD
benefit	increase	13	TBD
benefit	problem	7	TBD
benefit	emotion	7	TBD
benefit	high_cost	4	TBD
benefit	decrease	2	TBD
benefit	damage	2	TBD
suicidal_behavior	death	11	TBD
suicidal_behavior	injury	8	TBD
suicidal_behavior	depression	7	TBD
degeneration	pain	18	TBD
degeneration	symptom	10	TBD
degeneration	spinal_stenosis	23	TBD
degeneration	parkinson_'s_disease	6	TBD
degeneration	severe_pain	7	TBD
degeneration	blindness	8	TBD
degeneration	back_pain	5	TBD
degeneration	disease	11	TBD
degeneration	condition	8	TBD
degeneration	knee_pain	3	TBD
degeneration	sequential_and_consequential_change_in_bone_formation	2	TBD
degeneration	cell_death	2	TBD
degeneration	injury	3	TBD
degeneration	arthritis	2	TBD
degeneration	visual_loss	5	TBD
degeneration	problem	4	TBD
degeneration	low_back_pain	4	TBD
degeneration	sign	3	TBD
degeneration	dementia	2	TBD
degeneration	spinal_cord	4	TBD
degeneration	neck_pain	2	TBD
damage_to_property	loss	13	TBD
damage_to_property	damage	8	TBD
blackout	chaos	3	TBD
blackout	accident	2	TBD
muscle_weakness	pain	13	TBD
muscle_weakness	death	6	TBD
muscle_weakness	back_pain	11	TBD
muscle_weakness	paralysis	5	TBD
muscle_weakness	fatigue	4	TBD
muscle_weakness	joint_pain	3	TBD
muscle_weakness	breathing_problem	3	TBD
muscle_weakness	condition	2	TBD
muscle_weakness	muscle_pain	2	TBD
muscle_weakness	lower_back_pain	3	TBD
muscle_weakness	disability	3	TBD
muscle_weakness	dizziness	4	TBD
muscle_weakness	respiratory_failure	2	TBD
muscle_weakness	difficulty	6	TBD
abdominal_aortic_aneurysm	death	10	TBD
abdominal_aortic_aneurysm	sudden_death	2	TBD
abdominal_aortic_aneurysm	leg_pain	1	TBD
traffic	problem	33	TBD
traffic	pollution	6	TBD
traffic	delay	25	TBD
traffic	stress	13	TBD
traffic	congestion	9	TBD
traffic	death	11	TBD
traffic	erosion	4	TBD
traffic	collision	4	TBD
traffic	structural_damage	5	TBD
traffic	difficulty	4	TBD
traffic	injury	2	TBD
traffic	major_delay	2	TBD
traffic	accident	2	TBD
traffic	disease	3	TBD
traffic	traffic_jam	15	TBD
traffic	disturbance	3	TBD
traffic	environmental_damage	10	TBD
traffic	health_problem	2	TBD
polycystic_ovarian_syndrome	infertility	26	TBD
polycystic_ovarian_syndrome	anovulation	7	TBD
polycystic_ovarian_syndrome	insulin_resistance	9	TBD
polycystic_ovarian_syndrome	weight_gain	27	TBD
polycystic_ovarian_syndrome	infertility_in_woman	9	TBD
polycystic_ovarian_syndrome	obesity	7	TBD
polycystic_ovarian_syndrome	fertility_problem	2	TBD
polycystic_ovarian_syndrome	female_infertility	10	TBD
polycystic_ovarian_syndrome	symptom	4	TBD
polycystic_ovarian_syndrome	infertility_problem	2	TBD
polycystic_ovarian_syndrome	gestational_diabetes	1	TBD
secondary_hyperparathyroidism	bone_loss	3	TBD
pseudomembranous_colitis	diarrhea	14	TBD
pseudomembranous_colitis	fever	13	TBD
pseudomembranous_colitis	shock	12	TBD
pseudomembranous_colitis	abdominal_pain	12	TBD
cerebral_palsy	spasticity	53	TBD
cerebral_palsy	problem	21	TBD
cerebral_palsy	seizure	21	TBD
cerebral_palsy	disability	34	TBD
cerebral_palsy	physical_disability	11	TBD
cerebral_palsy	mental_retardation	9	TBD
cerebral_palsy	disorder	6	TBD
cerebral_palsy	severe_spasticity	40	TBD
cerebral_palsy	complication	7	TBD
cerebral_palsy	condition	5	TBD
cerebral_palsy	paralysis	10	TBD
cerebral_palsy	brain_damage	6	TBD
cerebral_palsy	movement_disorder	3	TBD
cerebral_palsy	dysarthria	4	TBD
cerebral_palsy	scoliosis	3	TBD
cerebral_palsy	speech	6	TBD
cerebral_palsy	learning_disability	2	TBD
cerebral_palsy	epilepsy	22	TBD
cerebral_palsy	involuntary_movement	5	TBD
cerebral_palsy	foot_drop	3	TBD
cerebral_palsy	physical_limitation	3	TBD
cerebral_palsy	impairment	17	TBD
cerebral_palsy	communication_disorder	6	TBD
cerebral_palsy	functional_limitation	2	TBD
cerebral_palsy	deafness	2	TBD
cerebral_palsy	injury	2	TBD
cerebral_palsy	quadriplegia	2	TBD
cerebral_palsy	pain	2	TBD
cerebral_palsy	cognitive_impairment	2	TBD
cerebral_palsy	damage_to_the_body	2	TBD
cerebral_palsy	vision	4	TBD
cerebral_palsy	spasm	2	TBD
cerebral_palsy	tremor	1	TBD
cerebral_palsy	strabismus	1	TBD
cerebral_palsy	deformity	1	TBD
cerebral_palsy	language_delay	1	TBD
acquired_immunodeficiency_syndrome	opportunistic_infection	4	TBD
acquired_immunodeficiency_syndrome	death	6	TBD
medical_condition	symptom	789	TBD
medical_condition	hair_loss	150	TBD
medical_condition	death	52	TBD
medical_condition	depression	74	TBD
medical_condition	pain	65	TBD
medical_condition	insomnia	33	TBD
medical_condition	weight_gain	45	TBD
medical_condition	obesity	45	TBD
medical_condition	fatigue	39	TBD
medical_condition	erectile_dysfunction	98	TBD
medical_condition	accident	21	TBD
medical_condition	problem	106	TBD
medical_condition	condition	19	TBD
medical_condition	seizure	23	TBD
medical_condition	impotence	29	TBD
medical_condition	incontinence	9	TBD
medical_condition	constipation	27	TBD
medical_condition	infertility	18	TBD
medical_condition	dry_mouth	14	TBD
medical_condition	osteoporosis	19	TBD
medical_condition	hypertension	9	TBD
medical_condition	anxiety	35	TBD
medical_condition	dizziness	26	TBD
medical_condition	behavior	8	TBD
medical_condition	crash	5	TBD
medical_condition	complication	14	TBD
medical_condition	disability	17	TBD
medical_condition	hirsutism	7	TBD
medical_condition	inflammation	10	TBD
medical_condition	sign	6	TBD
medical_condition	infection	3	TBD
medical_condition	increased_risk	24	TBD
medical_condition	stroke	15	TBD
medical_condition	stress	12	TBD
medical_condition	high_blood_pressure	23	TBD
medical_condition	bleeding	16	TBD
medical_condition	limitation	10	TBD
medical_condition	headache	17	TBD
medical_condition	diarrhea	7	TBD
medical_condition	central_sleep_apnea	8	TBD
medical_condition	side_effect	7	TBD
medical_condition	dementia	15	TBD
medical_condition	dry_skin	3	TBD
medical_condition	nerve_damage	6	TBD
medical_condition	panic_attack	10	TBD
medical_condition	rls	4	TBD
medical_condition	mood_disorder	7	TBD
medical_condition	bad_breath	18	TBD
medical_condition	impairment	9	TBD
medical_condition	absence	5	TBD
medical_condition	gynecomastia	5	TBD
medical_condition	injury	7	TBD
medical_condition	bed_wetting	12	TBD
medical_condition	sleep_disorder	4	TBD
medical_condition	fever	9	TBD
medical_condition	gastritis	2	TBD
medical_condition	psychiatric_symptom	3	TBD
medical_condition	heart_palpitation	2	TBD
medical_condition	loss_of_hair	6	TBD
medical_condition	similar_symptom	27	TBD
medical_condition	weakened_immune_system	3	TBD
medical_condition	excessive_sweating	5	TBD
medical_condition	eye_problem	2	TBD
medical_condition	baldness	2	TBD
medical_condition	dehydration	25	TBD
medical_condition	high_cholesterol	3	TBD
medical_condition	chronic_pain	64	TBD
medical_condition	anxiety_disorder	8	TBD
medical_condition	unemployment	3	TBD
medical_condition	malnutrition	15	TBD
medical_condition	discomfort	3	TBD
medical_condition	halitosis	5	TBD
medical_condition	extreme_pain	3	TBD
medical_condition	edema	3	TBD
medical_condition	nausea	3	TBD
medical_condition	change	3	TBD
medical_condition	cataract	5	TBD
medical_condition	pregnancy	2	TBD
medical_condition	blood_clot	3	TBD
medical_condition	cell_damage	2	TBD
medical_condition	bedwetting	3	TBD
medical_condition	body_odor	2	TBD
medical_condition	physiological_change	3	TBD
medical_condition	increased_appetite	8	TBD
medical_condition	performance_problem	6	TBD
medical_condition	diabetes	9	TBD
medical_condition	kidney_stone	2	TBD
medical_condition	low_level	3	TBD
medical_condition	gout	11	TBD
medical_condition	depressive_symptom	9	TBD
medical_condition	imbalance	2	TBD
medical_condition	tinnitus	29	TBD
medical_condition	leg_cramp	4	TBD
medical_condition	hearing_loss	13	TBD
medical_condition	diarrhoea	17	TBD
medical_condition	secondary_insomnia	4	TBD
medical_condition	delirium	2	TBD
medical_condition	suffering	4	TBD
medical_condition	sleep_apnea	2	TBD
medical_condition	shortness_of_breath	2	TBD
medical_condition	tremor	2	TBD
medical_condition	neuropathy	2	TBD
medical_condition	sexual_dysfunction	5	TBD
medical_condition	restriction	2	TBD
medical_condition	acid_reflux	9	TBD
medical_condition	sleep_difficulty	2	TBD
medical_condition	dry_eye	7	TBD
medical_condition	secondary_osteoporosis	5	TBD
medical_condition	osteoarthritis	2	TBD
medical_condition	dysfunction	2	TBD
medical_condition	severe_pain	4	TBD
medical_condition	stone	3	TBD
medical_condition	sleep_problem	2	TBD
medical_condition	spasticity	3	TBD
medical_condition	psychotic_symptom	2	TBD
medical_condition	sleepiness	4	TBD
medical_condition	urinary_incontinence	3	TBD
medical_condition	acne	3	TBD
medical_condition	night_sweat	4	TBD
medical_condition	trauma	4	TBD
medical_condition	health_problem	2	TBD
medical_condition	psychological_problem	2	TBD
medical_condition	back_pain	3	TBD
medical_condition	ed	2	TBD
medical_condition	weight_loss	2	TBD
medical_condition	thinning_hair	3	TBD
medical_condition	fluid_retention	2	TBD
medical_condition	knee_pain	4	TBD
medical_condition	amputation	4	TBD
medical_condition	memory_loss	2	TBD
medical_condition	insulin_resistance	2	TBD
medical_condition	mental_problem	2	TBD
medical_condition	higher_rate	4	TBD
medical_condition	mental_health_issue	2	TBD
medical_condition	physical_problem	2	TBD
sleepiness	accident	5	TBD
sleepiness	depression	4	TBD
sleepiness	behavioral_problem	87	TBD
sleepiness	coma	15	TBD
sleepiness	inability_to_concentrate	3	TBD
sleepiness	error	2	TBD
arab_spring	change	3	TBD
arab_spring	uncertainty	7	TBD
arab_spring	development	4	TBD
arab_spring	unrest	4	TBD
engine_problem	delay	3	TBD
wrinkle	aging	12	TBD
wrinkle	problem	4	TBD
wrinkle	blister	20	TBD
wrinkle	acne	3	TBD
wrinkle	blemish	3	TBD
wrinkle	dry_skin	2	TBD
wrinkle	age	5	TBD
spirit	disease	29	TBD
spirit	illness	28	TBD
spirit	sickness	19	TBD
spirit	harm	7	TBD
spirit	misfortune	14	TBD
spirit	problem	8	TBD
spirit	infirmity	3	TBD
spirit	depression	3	TBD
spirit	body	3	TBD
spirit	seizure	2	TBD
spirit	creation	5	TBD
spirit	death_of_a_person	4	TBD
spirit	evolution	2	TBD
spirit	flood	2	TBD
spirit	mental_illness	2	TBD
spirit	phenomenon	2	TBD
bone_fragility	fracture	3	TBD
bone_fragility	increased_risk	7	TBD
pulmonary_tuberculosis	death	12	TBD
shooting	death	37	TBD
shooting	injury	20	TBD
shooting	mortality	4	TBD
shooting	protest	9	TBD
shooting	riot	7	TBD
shooting	looting	4	TBD
shooting	panic	3	TBD
shooting	paralysis	6	TBD
shooting	murder	3	TBD
shooting	chaos	3	TBD
shooting	problem	2	TBD
shooting	fatality	5	TBD
shooting	killing	2	TBD
physical_impairment	functional_limitation	2	TBD
physical_impairment	mental_illness	2	TBD
physical_impairment	pain	4	TBD
deformity	pain	10	TBD
deformity	conductive_hearing_loss	2	TBD
deformity	significant_pain	2	TBD
deformity	ulcer	2	TBD
deformity	symptom	2	TBD
deformity	double_vision	5	TBD
deformity	blurred_vision	3	TBD
deformity	retention	4	TBD
deformity	joint_pain	4	TBD
deformity	problem	2	TBD
down_syndrome	mental_retardation	98	TBD
down_syndrome	intellectual_disability	30	TBD
down_syndrome	low_muscle_tone	9	TBD
down_syndrome	retardation	8	TBD
down_syndrome	physical_problem	5	TBD
down_syndrome	problem	10	TBD
down_syndrome	leukemia	10	TBD
down_syndrome	cognitive_impairment	16	TBD
down_syndrome	health_problem	4	TBD
down_syndrome	medical_problem	14	TBD
down_syndrome	medical_complication	4	TBD
down_syndrome	severe_mental_retardation	5	TBD
down_syndrome	developmental_disability	6	TBD
down_syndrome	developmental_delay	3	TBD
down_syndrome	intellectual_impairment	3	TBD
down_syndrome	premature_aging	2	TBD
down_syndrome	complication	2	TBD
oxidative_damage	aging	22	TBD
oxidative_damage	disease	44	TBD
oxidative_damage	cataract	5	TBD
oxidative_damage	cell_death	12	TBD
oxidative_damage	health_problem	7	TBD
oxidative_damage	condition	6	TBD
oxidative_damage	degenerative_disease	3	TBD
oxidative_damage	toxicity	2	TBD
oxidative_damage	damage	3	TBD
oxidative_damage	aging_process	2	TBD
oxidative_damage	glaucoma	4	TBD
oxidative_damage	premature_aging	3	TBD
oxidative_damage	cancer	17	TBD
oxidative_damage	cell_damage	7	TBD
oxidative_damage	alzheimer_'_s_disease	3	TBD
oxidative_damage	cardiovascular_disease	6	TBD
oxidative_damage	diabetes	4	TBD
oxidative_damage	death	3	TBD
oxidative_damage	chronic_disease	5	TBD
weak_bone	fracture	23	TBD
weak_bone	osteoporosis	7	TBD
seizure	death	136	TBD
seizure	brain_damage	50	TBD
seizure	seizure	10	TBD
seizure	symptom	9	TBD
seizure	loss_of_consciousness	39	TBD
seizure	problem	14	TBD
seizure	injury	31	TBD
seizure	coma	14	TBD
seizure	epilepsy	20	TBD
seizure	discovery	6	TBD
seizure	convulsion	8	TBD
seizure	cardiac_arrest	3	TBD
seizure	damage	10	TBD
seizure	headache	10	TBD
seizure	hallucination	4	TBD
seizure	complication	7	TBD
seizure	memory_problem	5	TBD
seizure	dementia	12	TBD
seizure	accident	3	TBD
seizure	permanent_brain_damage	5	TBD
seizure	arrest	4	TBD
seizure	fall	6	TBD
seizure	respiratory_failure	9	TBD
seizure	memory	3	TBD
seizure	crash	3	TBD
seizure	fever	2	TBD
seizure	hospitalization	6	TBD
seizure	hypoglycemia	7	TBD
seizure	brain_injury	4	TBD
seizure	loss	13	TBD
seizure	change	22	TBD
seizure	stroke	5	TBD
seizure	sudden_death	19	TBD
seizure	impact	7	TBD
seizure	delirium	2	TBD
seizure	ischemic_stroke	2	TBD
seizure	charge	2	TBD
seizure	nausea	7	TBD
seizure	memory_loss	2	TBD
seizure	rhabdomyolysis	2	TBD
seizure	lasting_damage	5	TBD
seizure	spasm	2	TBD
seizure	hormonal_change	3	TBD
seizure	paralysis	4	TBD
seizure	muscle_spasm	5	TBD
seizure	episode	5	TBD
seizure	vision	2	TBD
seizure	fracture	4	TBD
seizure	hearing_loss	2	TBD
back_surgery	nerve_damage	3	TBD
back_surgery	complication	6	TBD
back_surgery	chronic_pain	3	TBD
antibiotic	yeast_infection	140	TBD
antibiotic	diarrhea	183	TBD
antibiotic	problem	87	TBD
antibiotic	side_effect	120	TBD
antibiotic	hearing_loss	19	TBD
antibiotic	infection	41	TBD
antibiotic	nausea	27	TBD
antibiotic	disease	7	TBD
antibiotic	colitis	26	TBD
antibiotic	adverse_effect	21	TBD
antibiotic	pseudomembranous_colitis	4	TBD
antibiotic	thrush	8	TBD
antibiotic	allergic_reaction	55	TBD
antibiotic	diarrhoea	26	TBD
antibiotic	condition	14	TBD
antibiotic	symptom	10	TBD
antibiotic	vomiting	10	TBD
antibiotic	candida	12	TBD
antibiotic	illness	4	TBD
antibiotic	seizure	14	TBD
antibiotic	rash	9	TBD
antibiotic	dysbiosis	4	TBD
antibiotic	imbalance	14	TBD
antibiotic	gas	4	TBD
antibiotic	allergy	3	TBD
antibiotic	hair_loss	5	TBD
antibiotic	anaphylaxis	3	TBD
antibiotic	constipation	6	TBD
antibiotic	breast_cancer	5	TBD
antibiotic	damage	5	TBD
antibiotic	bacterial_vaginosis	8	TBD
antibiotic	toxin	3	TBD
antibiotic	harm	37	TBD
antibiotic	abdominal_pain	2	TBD
antibiotic	side-effects	32	TBD
antibiotic	dizziness	3	TBD
antibiotic	asthma	18	TBD
antibiotic	complication	23	TBD
antibiotic	loss_of_appetite	4	TBD
antibiotic	adverse_event	2	TBD
antibiotic	hive	5	TBD
antibiotic	scarring	5	TBD
antibiotic	kidney_damage	11	TBD
antibiotic	deafness	4	TBD
antibiotic	severe_diarrhea	2	TBD
antibiotic	pain	15	TBD
antibiotic	tooth_discoloration	2	TBD
antibiotic	upset_stomach	5	TBD
antibiotic	bacteria	2	TBD
antibiotic	liver_damage	6	TBD
antibiotic	reaction	8	TBD
antibiotic	ibs	2	TBD
antibiotic	inflammation	4	TBD
antibiotic	tinnitus	11	TBD
antibiotic	health	3	TBD
antibiotic	health_risk	2	TBD
antibiotic	stomach_upset	5	TBD
antibiotic	resistance	3	TBD
antibiotic	drug_resistance	3	TBD
antibiotic	digestive_problem	12	TBD
antibiotic	redness	2	TBD
antibiotic	significant_decrease	3	TBD
antibiotic	cancer	2	TBD
antibiotic	diaper_rash	2	TBD
antibiotic	urinary_tract_infection	2	TBD
antibiotic	discoloration	2	TBD
antibiotic	hallucination	2	TBD
antibiotic	serious_complication	2	TBD
antibiotic	stress	2	TBD
hive	itching	10	TBD
hive	itchiness	4	TBD
hive	redness	5	TBD
hive	severe_itching	2	TBD
premature_death	lost_productivity	7	TBD
premature_death	productivity_loss	13	TBD
premature_death	loss_of_productivity	5	TBD
premature_death	indirect_cost	9	TBD
premature_death	economic_loss	5	TBD
premature_death	loss_of_income	10	TBD
premature_death	cost	5	TBD
premature_death	human_suffering	3	TBD
inflammation_of_the_joint	stiffness	8	TBD
inflammation_of_the_joint	arthritis	10	TBD
inflammation_of_the_joint	pain	18	TBD
inflammation_of_the_joint	arthritis_pain	2	TBD
inflammation_of_the_joint	discomfort	3	TBD
chemical_change_in_the_brain	depression	23	TBD
end_stage_renal_disease	anemia	3	TBD
cystic_fibrosis	bronchiectasis	8	TBD
cystic_fibrosis	infertility_in_men	9	TBD
cystic_fibrosis	problem	7	TBD
cystic_fibrosis	pancreatic_insufficiency	6	TBD
cystic_fibrosis	diabetes	6	TBD
cystic_fibrosis	breathing_problem	3	TBD
cystic_fibrosis	infertility	5	TBD
cystic_fibrosis	lung_damage	2	TBD
cystic_fibrosis	pain	6	TBD
cystic_fibrosis	symptom	2	TBD
cystic_fibrosis	medical_problem	4	TBD
cystic_fibrosis	respiratory_problem	6	TBD
cystic_fibrosis	infection	5	TBD
cystic_fibrosis	death	2	TBD
cystic_fibrosis	morbidity	3	TBD
cystic_fibrosis	complication	5	TBD
cystic_fibrosis	lung_disease	6	TBD
cystic_fibrosis	condition	3	TBD
cystic_fibrosis	digestive_problem	5	TBD
cystic_fibrosis	respiratory_failure	4	TBD
cystic_fibrosis	cirrhosis	2	TBD
cystic_fibrosis	sinusitis	1	TBD
cystic_fibrosis	difficulty_breathing	1	TBD
cystic_fibrosis	poor_growth	1	TBD
cystic_fibrosis	pneumonia	1	TBD
cystic_fibrosis	pleurisy	1	TBD
cystic_fibrosis	delayed_puberty	1	TBD
cancer_cell	side_effect	3	TBD
cancer_cell	disease	5	TBD
cancer_cell	tumor	6	TBD
cancer_cell	further_damage	4	TBD
cancer_cell	relapse	11	TBD
cancer_cell	death	4	TBD
cancer_cell	cell_death	2	TBD
cancer_cell	problem	3	TBD
convulsion	death	164	TBD
convulsion	coma	12	TBD
convulsion	permanent_brain_damage	6	TBD
convulsion	brain_damage	4	TBD
convulsion	broken_bone	3	TBD
convulsion	headache	17	TBD
convulsion	paralysis	12	TBD
convulsion	irritability	5	TBD
convulsion	tremor	5	TBD
puerperal_fever	death	6	TBD
puerperal_fever	maternal_mortality	6	TBD
anxiety_disorder	symptom	97	TBD
anxiety_disorder	depression	22	TBD
anxiety_disorder	panic_attack	5	TBD
anxiety_disorder	problem	4	TBD
anxiety_disorder	fear	6	TBD
anxiety_disorder	insomnia	4	TBD
anxiety_disorder	agitation	3	TBD
anxiety_disorder	nervousness	5	TBD
anxiety_disorder	physical_symptom	13	TBD
anxiety_disorder	severe_symptom	5	TBD
anxiety_disorder	anxiety	15	TBD
anxiety_disorder	sleep_disturbance	9	TBD
anxiety_disorder	suffering	4	TBD
anxiety_disorder	behavior	5	TBD
anxiety_disorder	pain	4	TBD
anxiety_disorder	substance_abuse	2	TBD
anxiety_disorder	high_blood_pressure	2	TBD
anxiety_disorder	heart_disease	2	TBD
child	problem	13	TBD
child	disturbance	7	TBD
child	damage	68	TBD
child	accident	5	TBD
child	serious_bodily_injury	5	TBD
reduced_blood_flow	chest_pain	5	TBD
reduced_blood_flow	angina	6	TBD
reduced_blood_flow	complication	4	TBD
reduced_blood_flow	shortness_of_breath	3	TBD
reduced_blood_flow	erectile_dysfunction	4	TBD
reduced_blood_flow	stroke	2	TBD
reduced_blood_flow	heart_attack	2	TBD
reduced_blood_flow	tissue	2	TBD
reduced_blood_flow	pain	2	TBD
tularemia	death	2	TBD
tularemia	sore_throat	2	TBD
tularemia	swollen_lymph_node	2	TBD
tularemia	pneumonia	3	TBD
tularemia	fever	4	TBD
tularemia	skin_ulcer	1	TBD
tmd	pain	23	TBD
tmd	headache	17	TBD
tmd	facial_pain	8	TBD
tmd	migraine	6	TBD
tmd	vertigo	2	TBD
tmd	ear_pain	5	TBD
tmd	symptom	3	TBD
spinal_cord	paralysis	27	TBD
spinal_cord	death	16	TBD
spinal_cord	pain	9	TBD
spinal_cord	symptom	13	TBD
spinal_cord	weakness	5	TBD
spinal_cord	muscle_weakness	14	TBD
spinal_cord	neurological_disorder	10	TBD
spinal_cord	spasticity	5	TBD
spinal_cord	seizure	10	TBD
spinal_cord	paralysis_of_the_leg	4	TBD
spinal_cord	inflammation	4	TBD
spinal_cord	problem	3	TBD
spinal_cord	deafness	2	TBD
spinal_cord	disability	6	TBD
spinal_cord	atrophy	11	TBD
spinal_cord	convulsion	4	TBD
spinal_cord	nerve_problem	2	TBD
spinal_cord	brain_damage	2	TBD
syndrome	death	29	TBD
syndrome	pain	71	TBD
syndrome	symptom	42	TBD
syndrome	problem	20	TBD
syndrome	mental_retardation	14	TBD
syndrome	infertility	18	TBD
syndrome	disability	7	TBD
syndrome	fever	23	TBD
syndrome	sudden_death	11	TBD
syndrome	heart_disease	5	TBD
syndrome	fatigue	9	TBD
syndrome	high_blood_pressure	5	TBD
syndrome	depression	6	TBD
syndrome	behavioral_problem	3	TBD
syndrome	seizure	7	TBD
syndrome	weight_gain	5	TBD
syndrome	miscarriage	4	TBD
syndrome	joint_pain	4	TBD
syndrome	numbness	4	TBD
syndrome	complication	6	TBD
syndrome	diabetes	9	TBD
syndrome	hallucination	3	TBD
syndrome	weakness	2	TBD
syndrome	disorientation	2	TBD
syndrome	eating_disorder	2	TBD
syndrome	hypertension	13	TBD
syndrome	malignancy	2	TBD
syndrome	nerve_damage	2	TBD
syndrome	medical_problem	5	TBD
syndrome	mutation	13	TBD
syndrome	stroke	6	TBD
syndrome	anemia	3	TBD
syndrome	muscle_weakness	6	TBD
syndrome	hearing_loss	29	TBD
syndrome	infection	9	TBD
syndrome	kidney_failure	11	TBD
syndrome	condition	8	TBD
syndrome	insulin_resistance	7	TBD
syndrome	obesity	7	TBD
syndrome	defect	9	TBD
syndrome	weight_loss	5	TBD
syndrome	metabolic_abnormality	7	TBD
syndrome	heart_failure	2	TBD
syndrome	severe_pain	16	TBD
syndrome	hypothyroidism	5	TBD
syndrome	sleeplessness	2	TBD
syndrome	diarrhea	19	TBD
syndrome	headache	4	TBD
syndrome	fatality	2	TBD
syndrome	disorder	2	TBD
syndrome	heart	9	TBD
syndrome	muscle	3	TBD
syndrome	kidney_disease	4	TBD
syndrome	disease	3	TBD
syndrome	outcome	2	TBD
syndrome	cancer	3	TBD
syndrome	chronic_pain	2	TBD
syndrome	serious_problem	10	TBD
syndrome	illness	5	TBD
syndrome	widespread_pain	2	TBD
syndrome	heart_attack	3	TBD
syndrome	blindness	3	TBD
syndrome	health_problem	2	TBD
syndrome	hirsutism	2	TBD
syndrome	breast_cancer	2	TBD
syndrome	hemorrhage	6	TBD
syndrome	degeneration	3	TBD
syndrome	developmental_delay	3	TBD
syndrome	abdominal_pain	5	TBD
syndrome	premature_death	2	TBD
syndrome	distress	2	TBD
syndrome	dyspnea	2	TBD
neuroinflammation	neurodegenerative_disease	3	TBD
neuroinflammation	autism	8	TBD
liver_failure	death	252	TBD
liver_failure	jaundice	22	TBD
liver_failure	brain_damage	7	TBD
liver_failure	kidney_failure	6	TBD
liver_failure	complication	4	TBD
liver_failure	liver_transplantation	12	TBD
liver_failure	symptom	3	TBD
liver_failure	coma	6	TBD
liver_failure	gynecomastia	2	TBD
liver_failure	loss_of_appetite	4	TBD
liver_failure	weight_loss	4	TBD
liver_failure	lethargy	4	TBD
liver_failure	morbidity	6	TBD
liver_failure	mortality	3	TBD
liver_failure	mental_confusion	3	TBD
liver_failure	chronic_gastritis	1	TBD
germ	disease	331	TBD
germ	infection	155	TBD
germ	illness	108	TBD
germ	sickness	26	TBD
germ	cold	16	TBD
germ	condition	13	TBD
germ	bad_breath	6	TBD
germ	infectious_disease	34	TBD
germ	cholera	6	TBD
germ	death	6	TBD
germ	pneumonia	25	TBD
germ	fermentation	10	TBD
germ	bacteria	3	TBD
germ	tuberculosis	21	TBD
germ	health_problem	6	TBD
germ	inflammation	8	TBD
germ	tonsillitis	3	TBD
germ	gum_disease	3	TBD
germ	heart_disease	4	TBD
germ	fever	7	TBD
germ	lyme_disease	8	TBD
germ	food_poisoning	20	TBD
germ	ear_infection	4	TBD
germ	opportunistic_infection	5	TBD
germ	tetanus	3	TBD
germ	diarrhea	10	TBD
germ	trouble	16	TBD
germ	pain	3	TBD
germ	problem	10	TBD
germ	tb	12	TBD
germ	urinary_tract_infection	8	TBD
germ	gingivitis	3	TBD
germ	bronchitis	5	TBD
germ	aid	7	TBD
germ	odor	15	TBD
germ	acne	2	TBD
germ	respiratory_problem	11	TBD
germ	bacterial_vaginosis	3	TBD
germ	flu	3	TBD
germ	botulism	4	TBD
germ	lung	3	TBD
germ	symptom	5	TBD
germ	meningitis	2	TBD
germ	deadly_disease	5	TBD
germ	gonorrhea	2	TBD
germ	sore_throat	2	TBD
germ	gastroenteritis	3	TBD
germ	influenza	2	TBD
germ	discomfort	4	TBD
germ	sexually_transmitted_disease	2	TBD
germ	virus	2	TBD
germ	leprosy	2	TBD
germ	diphtheria	2	TBD
germ	peptic_ulcer	3	TBD
germ	asthma	2	TBD
germ	skin_problem	4	TBD
germ	bacterial_infection	3	TBD
germ	asthma_attack	7	TBD
germ	scarlet_fever	2	TBD
structural_failure	crash	5	TBD
structural_failure	accident	7	TBD
structural_failure	collapse	2	TBD
