Source	Target	Weight_Source_Target	Annotation
compression	pain	83	TBD
compression	symptom	22	TBD
compression	sciatica	12	TBD
compression	heat	5	TBD
compression	weakness	11	TBD
compression	numbness	20	TBD
compression	injury	3	TBD
compression	nerve_damage	19	TBD
compression	carpal_tunnel_syndrome	3	TBD
compression	distortion	4	TBD
compression	discomfort	3	TBD
compression	irritation	15	TBD
compression	harm	2	TBD
compression	condition	9	TBD
compression	paralysis	4	TBD
compression	neuralgia	3	TBD
compression	chronic_back_pain	2	TBD
compression	error	3	TBD
compression	problem	5	TBD
compression	pinched_nerve	2	TBD
compression	back_pain	4	TBD
compression	degradation	2	TBD
compression	inflammation	3	TBD
inflammation_of_the_brain	death	22	TBD
inflammation_of_the_brain	convulsion	22	TBD
inflammation_of_the_brain	mental_retardation	4	TBD
inflammation_of_the_brain	coma	7	TBD
inflammation_of_the_brain	vomiting	2	TBD
inflammation_of_the_brain	clinical_disease	2	TBD
inflammation_of_the_brain	seizure	5	TBD
inflammation_of_the_brain	delirium	3	TBD
behavioral_problem	substance_abuse	10	TBD
behavioral_problem	obesity	5	TBD
behavioral_problem	aggressive_behavior	4	TBD
behavioral_problem	isolation	2	TBD
cirrhosis_of_the_liver	death	37	TBD
cirrhosis_of_the_liver	complication	3	TBD
cirrhosis_of_the_liver	jaundice	3	TBD
cirrhosis_of_the_liver	ascites	6	TBD
cirrhosis_of_the_liver	liver_cancer	5	TBD
peptic_ulcer	pain	7	TBD
peptic_ulcer	death	3	TBD
peptic_ulcer	internal_bleeding	8	TBD
peptic_ulcer	heartburn	4	TBD
peptic_ulcer	symptom	6	TBD
peptic_ulcer	bleeding	5	TBD
peptic_ulcer	infection	2	TBD
serious_harm	death	4	TBD
attrition	cost	6	TBD
gigantism	complication	3	TBD
gigantism	hirsutism	1	TBD
viral_infection	fever	200	TBD
viral_infection	diarrhea	51	TBD
viral_infection	inflammation	62	TBD
viral_infection	encephalitis	19	TBD
viral_infection	condition	58	TBD
viral_infection	sore_throat	83	TBD
viral_infection	symptom	24	TBD
viral_infection	acute_bronchitis	49	TBD
viral_infection	disease	63	TBD
viral_infection	hepatitis	20	TBD
viral_infection	cancer	9	TBD
viral_infection	inflammation_of_the_liver	44	TBD
viral_infection	paralysis	7	TBD
viral_infection	pneumonia	11	TBD
viral_infection	illness	12	TBD
viral_infection	inflammation_of_the_brain	17	TBD
viral_infection	death	25	TBD
viral_infection	common_cold	12	TBD
viral_infection	wart	38	TBD
viral_infection	conjunctivitis	16	TBD
viral_infection	problem	23	TBD
viral_infection	cough	11	TBD
viral_infection	high_temperature	23	TBD
viral_infection	damage	20	TBD
viral_infection	cf	13	TBD
viral_infection	meningitis	12	TBD
viral_infection	pleurisy	6	TBD
viral_infection	tonsillitis	28	TBD
viral_infection	myocarditis	5	TBD
viral_infection	autism	6	TBD
viral_infection	disorder	13	TBD
viral_infection	flu	13	TBD
viral_infection	arthritis	13	TBD
viral_infection	acute_sinusitis	3	TBD
viral_infection	gastroenteritis	8	TBD
viral_infection	pain	23	TBD
viral_infection	hearing_loss	10	TBD
viral_infection	headache	6	TBD
viral_infection	bronchitis	30	TBD
viral_infection	bacterial_infection	10	TBD
viral_infection	rash	17	TBD
viral_infection	infection	10	TBD
viral_infection	asthma	28	TBD
viral_infection	aid	15	TBD
viral_infection	cervical_cancer	9	TBD
viral_infection	morbidity	4	TBD
viral_infection	nasal_congestion	3	TBD
viral_infection	cell_death	3	TBD
viral_infection	pericarditis	7	TBD
viral_infection	heart_attack	3	TBD
viral_infection	heart_failure	3	TBD
viral_infection	bell_'s_palsy	12	TBD
viral_infection	dizziness	2	TBD
viral_infection	fatigue	4	TBD
viral_infection	hoarseness	2	TBD
viral_infection	dehydration	3	TBD
viral_infection	cold_sore	17	TBD
viral_infection	blindness	2	TBD
viral_infection	increased_risk	2	TBD
viral_infection	cold	3	TBD
viral_infection	permanent_paralysis	4	TBD
viral_infection	bladder_infection	4	TBD
viral_infection	encephalopathy	2	TBD
viral_infection	injury	2	TBD
viral_infection	sinusitis	8	TBD
viral_infection	vertigo	2	TBD
viral_infection	hive	5	TBD
viral_infection	liver_failure	2	TBD
viral_infection	pink_eye	5	TBD
viral_infection	flu-like_symptom	16	TBD
viral_infection	acute_urticaria	5	TBD
viral_infection	tenderness	3	TBD
viral_infection	bacteria	2	TBD
viral_infection	vomiting	5	TBD
viral_infection	diarrhoea	2	TBD
viral_infection	chill	5	TBD
viral_infection	high_fever	12	TBD
viral_infection	diabetes	4	TBD
viral_infection	laryngitis	2	TBD
viral_infection	liver_inflammation	5	TBD
viral_infection	costochondritis	2	TBD
viral_infection	respiratory_disease	2	TBD
viral_infection	liver_damage	21	TBD
viral_infection	infectious_arthritis	4	TBD
viral_infection	asthma_attack	3	TBD
viral_infection	liver_disease	2	TBD
viral_infection	mumps	5	TBD
viral_infection	mucus	2	TBD
viral_infection	leukemia	2	TBD
viral_infection	liver_cancer	2	TBD
viral_infection	respiratory_distress	2	TBD
viral_infection	schizophrenia	2	TBD
viral_infection	congestion	3	TBD
viral_infection	oxidative_stress	3	TBD
viral_infection	shingle	3	TBD
viral_infection	lung_inflammation	4	TBD
viral_infection	acute_laryngitis	2	TBD
viral_infection	herpes	6	TBD
viral_infection	mortality	3	TBD
viral_infection	immune_deficiency	3	TBD
viral_infection	complication	4	TBD
viral_infection	enlarged_heart	2	TBD
viral_infection	tumor	3	TBD
viral_infection	genital_wart	4	TBD
viral_infection	heart_condition	2	TBD
viral_infection	blister	4	TBD
viral_infection	lesion	2	TBD
viral_infection	autoimmune_response	2	TBD
viral_infection	hepatitis_b	2	TBD
viral_infection	serious_complication	4	TBD
viral_infection	runny_nose	2	TBD
viral_infection	cirrhosis	2	TBD
cancer_of_the_lung	death	5	TBD
cancer_of_the_lung	cancer_death	3	TBD
brain_inflammation	death	6	TBD
brain_inflammation	symptom	2	TBD
brain_inflammation	neurological_problem	9	TBD
brain_inflammation	seizure	2	TBD
energy_blockage	illness	4	TBD
energy_blockage	disease	20	TBD
energy_blockage	stress	2	TBD
digestive_disorder	abdominal_pain	3	TBD
digestive_disorder	bad_breath	6	TBD
digestive_disorder	vomiting	27	TBD
digestive_disorder	symptom	7	TBD
digestive_disorder	constipation	2	TBD
digestive_disorder	disturbed_sleep_pattern	5	TBD
digestive_disorder	diarrhea	2	TBD
high_cholesterol	heart_disease	183	TBD
high_cholesterol	atherosclerosis	92	TBD
high_cholesterol	heart_attack	141	TBD
high_cholesterol	stroke	83	TBD
high_cholesterol	high_blood_pressure	23	TBD
high_cholesterol	problem	10	TBD
high_cholesterol	death	9	TBD
high_cholesterol	diabetes	10	TBD
high_cholesterol	premature_death	4	TBD
high_cholesterol	heart_problem	8	TBD
high_cholesterol	cardiovascular_disease	21	TBD
high_cholesterol	angina	63	TBD
high_cholesterol	obesity	9	TBD
high_cholesterol	gallstone	19	TBD
high_cholesterol	ed	7	TBD
high_cholesterol	disease	11	TBD
high_cholesterol	clogged_artery	12	TBD
high_cholesterol	erectile_dysfunction	16	TBD
high_cholesterol	hardening_of_the_artery	14	TBD
high_cholesterol	arteriosclerosis	7	TBD
high_cholesterol	health_problem	9	TBD
high_cholesterol	serious_health_problem	6	TBD
high_cholesterol	coronary_heart_disease	3	TBD
high_cholesterol	heart_damage	3	TBD
high_cholesterol	condition	17	TBD
high_cholesterol	weight_gain	10	TBD
high_cholesterol	serious_illness	2	TBD
high_cholesterol	complication	3	TBD
high_cholesterol	dementia	2	TBD
high_cholesterol	coronary_artery_disease	3	TBD
high_cholesterol	ill_health	2	TBD
high_cholesterol	symptom	3	TBD
high_cholesterol	hypertension	9	TBD
high_cholesterol	aortic_stenosis	1	TBD
side_effect	death	191	TBD
side_effect	problem	83	TBD
side_effect	depression	13	TBD
side_effect	side_effect	37	TBD
side_effect	symptom	14	TBD
side_effect	nausea	17	TBD
side_effect	withdrawal	8	TBD
side_effect	fatigue	9	TBD
side_effect	discontinuation_of_treatment	20	TBD
side_effect	injury	130	TBD
side_effect	dizziness	32	TBD
side_effect	liver_damage	6	TBD
side_effect	hair_loss	8	TBD
side_effect	complication	11	TBD
side_effect	weight_gain	8	TBD
side_effect	heart_attack	16	TBD
side_effect	anxiety	18	TBD
side_effect	pain	32	TBD
side_effect	trouble	15	TBD
side_effect	drowsiness	16	TBD
side_effect	permanent_damage	7	TBD
side_effect	disease	27	TBD
side_effect	discomfort	13	TBD
side_effect	high_blood_pressure	6	TBD
side_effect	weight_loss	14	TBD
side_effect	treatment_discontinuation	4	TBD
side_effect	headache	6	TBD
side_effect	health_problem	14	TBD
side_effect	discontinuation	84	TBD
side_effect	dose_reduction	9	TBD
side_effect	mortality	3	TBD
side_effect	fall	5	TBD
side_effect	further_problem	5	TBD
side_effect	suicidal_thought	14	TBD
side_effect	insomnia	8	TBD
side_effect	impotence	8	TBD
side_effect	lethargy	3	TBD
side_effect	increased_risk	3	TBD
side_effect	liver_problem	4	TBD
side_effect	diarrhea	7	TBD
side_effect	suicide	3	TBD
side_effect	damage	5	TBD
side_effect	osteoporosis	3	TBD
side_effect	dehydration	4	TBD
side_effect	therapy	3	TBD
side_effect	weakness	2	TBD
side_effect	hospitalization	7	TBD
side_effect	confusion	2	TBD
side_effect	chemotherapy	13	TBD
side_effect	anemia	4	TBD
side_effect	medication	12	TBD
side_effect	diabetes	12	TBD
side_effect	obesity	11	TBD
side_effect	major_problem	2	TBD
side_effect	stroke	4	TBD
side_effect	cancer_treatment	29	TBD
side_effect	erectile_dysfunction	2	TBD
side_effect	concern	13	TBD
side_effect	serious_injury	2	TBD
side_effect	flu-like_symptom	3	TBD
side_effect	lightheadedness	12	TBD
side_effect	allergy	3	TBD
side_effect	significant_morbidity	2	TBD
side_effect	drug	7	TBD
side_effect	fluid_retention	4	TBD
side_effect	birth_defect	14	TBD
side_effect	serious_illness	21	TBD
side_effect	sleepiness	2	TBD
side_effect	constipation	2	TBD
side_effect	illness	3	TBD
side_effect	profuse_sweating	3	TBD
side_effect	heart	2	TBD
side_effect	discontinuation_of_the_drug	3	TBD
side_effect	medical_problem	5	TBD
side_effect	water_retention	2	TBD
side_effect	deafness	3	TBD
side_effect	health_issue	4	TBD
side_effect	loss	2	TBD
side_effect	further_complication	3	TBD
side_effect	anorexia	2	TBD
side_effect	physical_damage	2	TBD
side_effect	serious_problem	6	TBD
side_effect	heart_problem	3	TBD
side_effect	agitation	3	TBD
side_effect	long-term_disability	2	TBD
side_effect	seizure	2	TBD
restlessness	insomnia	5	TBD
restlessness	anxiety	2	TBD
restlessness	seizure	8	TBD
restlessness	despair	5	TBD
restlessness	behavior_problem	5	TBD
restlessness	fatigue	5	TBD
restlessness	lack_of_sleep	7	TBD
economic_problem	stress	6	TBD
economic_problem	unemployment	2	TBD
economic_problem	political_instability	6	TBD
damage_to_the_heart	heart_failure	12	TBD
financial_problem	stress	25	TBD
financial_problem	divorce	27	TBD
financial_problem	bankruptcy	15	TBD
financial_problem	depression	8	TBD
financial_problem	anxiety	7	TBD
financial_problem	problem	7	TBD
financial_problem	conflict	9	TBD
financial_problem	closure	4	TBD
financial_problem	delay	11	TBD
financial_problem	layoff	4	TBD
financial_problem	suicide	2	TBD
financial_problem	failure	2	TBD
financial_problem	homelessness	4	TBD
financial_problem	despair	2	TBD
financial_problem	crisis	7	TBD
thrush	infection	12	TBD
thrush	lameness	15	TBD
thrush	pain	18	TBD
thrush	symptom	7	TBD
thrush	diaper_rash	7	TBD
heavy_metal	cancer	25	TBD
heavy_metal	health_problem	21	TBD
heavy_metal	problem	20	TBD
heavy_metal	disease	12	TBD
heavy_metal	birth_defect	6	TBD
heavy_metal	death	7	TBD
heavy_metal	illness	3	TBD
heavy_metal	autism	10	TBD
heavy_metal	damage	9	TBD
heavy_metal	toxicity	3	TBD
heavy_metal	brain_damage	7	TBD
heavy_metal	kidney_damage	8	TBD
heavy_metal	neurological_problem	14	TBD
heavy_metal	pollution	5	TBD
heavy_metal	skin_disorder	7	TBD
heavy_metal	free_radical_damage	5	TBD
heavy_metal	environmental_problem	2	TBD
heavy_metal	kidney_failure	3	TBD
heavy_metal	serious_health_problem	3	TBD
heavy_metal	symptom	3	TBD
heavy_metal	oxidative_stress	4	TBD
heavy_metal	wrinkle	2	TBD
heavy_metal	allergy	5	TBD
heavy_metal	environmental_damage	7	TBD
heavy_metal	neurological_damage	2	TBD
heavy_metal	disorder	4	TBD
heavy_metal	violence	2	TBD
heavy_metal	cardiomyopathy	1	TBD
reflux	heartburn	44	TBD
reflux	symptom	67	TBD
reflux	discomfort	13	TBD
reflux	pain	12	TBD
reflux	asthma	7	TBD
reflux	damage	5	TBD
reflux	problem	11	TBD
reflux	esophagitis	4	TBD
reflux	ulceration	55	TBD
reflux	nausea	3	TBD
reflux	kidney_infection	4	TBD
reflux	sore_throat	4	TBD
reflux	laryngitis	8	TBD
reflux	cough	16	TBD
reflux	chronic_cough	5	TBD
reflux	varicose_vein	5	TBD
reflux	hoarseness	3	TBD
reflux	vomiting	6	TBD
reflux	pneumonia	3	TBD
reflux	inflammation	4	TBD
reflux	irritability	2	TBD
improvement	saving	17	TBD
improvement	reduction	8	TBD
improvement	injury	80	TBD
improvement	success	5	TBD
improvement	change	6	TBD
improvement	improvement	3	TBD
improvement	increase	5	TBD
improvement	cost	8	TBD
improvement	economic_growth	4	TBD
improvement	significant_saving	3	TBD
improvement	benefit	3	TBD
killing	death	4	TBD
killing	conviction	3	TBD
killing	fear	2	TBD
killing	peace	2	TBD
appendicitis	death	33	TBD
appendicitis	pain	1137	TBD
appendicitis	peritonitis	9	TBD
appendicitis	abdominal_pain	37	TBD
appendicitis	vomiting	4	TBD
appendicitis	stomach_pain	2	TBD
appendicitis	inflammation	3	TBD
appendicitis	nausea	3	TBD
appendicitis	surgery	2	TBD
appendicitis	bowel_obstruction	1	TBD
age	wrinkle	27	TBD
age	problem	40	TBD
age	difference	88	TBD
age	change	48	TBD
age	hair_loss	34	TBD
age	damage	76	TBD
age	variation	34	TBD
age	death	36	TBD
age	deterioration	17	TBD
age	cataract	15	TBD
age	arthritis	9	TBD
age	pain	12	TBD
age	effect	7	TBD
age	decline	24	TBD
age	hearing_loss	15	TBD
age	discoloration	143	TBD
age	obesity	12	TBD
age	osteoporosis	10	TBD
age	discrimination	33	TBD
age	condition	14	TBD
age	diabetes	10	TBD
age	oxidative_stress	8	TBD
age	disability	8	TBD
age	limitation	26	TBD
age	barrier	4	TBD
age	osteoarthritis	10	TBD
age	infertility	4	TBD
age	mental_decline	12	TBD
age	stain	108	TBD
age	health_issue	3	TBD
age	wisdom	10	TBD
age	dry_skin	13	TBD
age	fine_line	3	TBD
age	health_problem	11	TBD
age	memory_loss	9	TBD
age	loss	3	TBD
age	illness	5	TBD
age	increase	7	TBD
age	macular_degeneration	6	TBD
age	degenerative_change	6	TBD
age	physical_limitation	5	TBD
age	cancer	4	TBD
age	weakness	7	TBD
age	crack	3	TBD
age	complication	4	TBD
age	decrease	3	TBD
age	behavior	4	TBD
age	symptom	6	TBD
age	impairment	2	TBD
age	withdrawal	3	TBD
age	oxidation	5	TBD
age	cognitive_decline	10	TBD
age	fertility_problem	7	TBD
age	difficulty	3	TBD
age	ptosis	3	TBD
age	limited_mobility	2	TBD
age	ailment	5	TBD
age	forgetfulness	2	TBD
age	atherosclerosis	3	TBD
age	impotence	5	TBD
age	dementia	7	TBD
age	incontinence	5	TBD
age	dark_circle	5	TBD
age	degradation	4	TBD
age	inflammation	2	TBD
age	failure	4	TBD
age	deficiency	2	TBD
age	discharge	5	TBD
age	loss_of_mobility	2	TBD
age	change_in_the_body	5	TBD
age	increased_risk	10	TBD
age	injury	2	TBD
age	shrinkage	2	TBD
age	breast_cancer	2	TBD
age	male_pattern_baldness	2	TBD
age	disease	3	TBD
age	higher_incidence	2	TBD
age	sleep_apnea	2	TBD
age	skin_change	3	TBD
age	erectile_dysfunction	2	TBD
age	infertility_in_woman	3	TBD
age	physical_change	3	TBD
age	frailty	4	TBD
age	declining_health	2	TBD
age	memory_problem	2	TBD
age	blindness	2	TBD
age	vulnerability	3	TBD
age	serious_disease	3	TBD
malady	death	15	TBD
malady	havoc	2	TBD
malady	fever	3	TBD
malady	premature_death	11	TBD
malady	inflammation	3	TBD
malady	collapse	4	TBD
anemia	fatigue	444	TBD
anemia	death	33	TBD
anemia	symptom	61	TBD
anemia	weakness	57	TBD
anemia	hair_loss	46	TBD
anemia	dizziness	29	TBD
anemia	shortness_of_breath	50	TBD
anemia	heart_failure	11	TBD
anemia	low_blood_pressure	6	TBD
anemia	congestive_heart_failure	8	TBD
anemia	exhaustion	6	TBD
anemia	complication	14	TBD
anemia	chronic_fatigue	5	TBD
anemia	tiredness	93	TBD
anemia	problem	67	TBD
anemia	anemia	18	TBD
anemia	weight_loss	4	TBD
anemia	hypoxia	16	TBD
anemia	clinical_sign	6	TBD
anemia	loss_of_energy	7	TBD
anemia	lack_of_energy	6	TBD
anemia	pallor	9	TBD
anemia	severe_symptom	5	TBD
anemia	iron_deficiency	10	TBD
anemia	listlessness	5	TBD
anemia	heart_murmur	8	TBD
anemia	lethargy	5	TBD
anemia	headache	4	TBD
anemia	inflammation	5	TBD
anemia	fever	7	TBD
anemia	extreme_fatigue	4	TBD
anemia	low_energy	4	TBD
anemia	disease	4	TBD
anemia	infertility	6	TBD
anemia	dyspnea	8	TBD
anemia	malaise	2	TBD
anemia	tachycardia	4	TBD
anemia	renal_failure	3	TBD
anemia	morbidity	2	TBD
anemia	increased_morbidity	6	TBD
anemia	mortality	11	TBD
anemia	folate_deficiency	20	TBD
anemia	breathlessness	3	TBD
anemia	cancer	3	TBD
anemia	increased_mortality	15	TBD
anemia	reduction	3	TBD
anemia	health_problem	3	TBD
anemia	pregnancy	2	TBD
anemia	poor_prognosis	5	TBD
anemia	chest_pain	10	TBD
anemia	malaria	5	TBD
anemia	neutropenia	3	TBD
anemia	lack_of_appetite	2	TBD
anemia	lightheadedness	4	TBD
anemia	blood_loss	3	TBD
anemia	pain	3	TBD
anemia	variety_of_complication	3	TBD
anemia	infection	5	TBD
anemia	severe_fatigue	7	TBD
anemia	serious_health_problem	3	TBD
anemia	fall	2	TBD
anemia	seizure	4	TBD
anemia	dementia	5	TBD
anemia	depression	6	TBD
anemia	anxiety	6	TBD
anemia	heart_palpitation	4	TBD
anemia	common_symptom	7	TBD
anemia	dose_reduction	7	TBD
anemia	hospitalization	3	TBD
anemia	cognitive_dysfunction	3	TBD
anemia	heart_damage	2	TBD
anemia	condition	7	TBD
anemia	shock	2	TBD
anemia	gastrointestinal_bleeding	6	TBD
anemia	fainting	2	TBD
anemia	oxygen_deprivation	3	TBD
anemia	heart_attack	2	TBD
anemia	sinus_tachycardia	1	TBD
anemia	excessive_daytime_sleepiness	1	TBD
swallowing_problem	malnutrition	9	TBD
swallowing_problem	dehydration	5	TBD
repossession	cost	28	TBD
repossession	damage	2	TBD
forgiveness_of_sin	repentance	3	TBD
rise_in_blood_pressure	heart_failure	4	TBD
psychological_trauma	depression	24	TBD
psychological_trauma	amnesia	6	TBD
psychological_trauma	post-traumatic_stress_disorder	4	TBD
psychological_trauma	mental_disorder	5	TBD
psychological_trauma	ptsd	7	TBD
psychological_trauma	anxiety	2	TBD
psychological_trauma	disability	8	TBD
psychological_trauma	suicide	2	TBD
psychological_trauma	schizophrenia	2	TBD
psychological_trauma	injury	7	TBD
psychological_trauma	post_traumatic_stress_disorder	2	TBD
financial_crisis	recession	166	TBD
financial_crisis	economic_crisis	16	TBD
financial_crisis	deep_recession	5	TBD
financial_crisis	bankruptcy	8	TBD
financial_crisis	unemployment	8	TBD
financial_crisis	high_unemployment	6	TBD
financial_crisis	job_loss	4	TBD
financial_crisis	loss	8	TBD
financial_crisis	increase	9	TBD
financial_crisis	credit_crunch	13	TBD
financial_crisis	problem	19	TBD
financial_crisis	downturn	19	TBD
financial_crisis	uncertainty	8	TBD
financial_crisis	deficit	5	TBD
financial_crisis	depression	4	TBD
financial_crisis	stock_market_crash	5	TBD
financial_crisis	demise	3	TBD
financial_crisis	fall	2	TBD
financial_crisis	disaster	2	TBD
financial_crisis	setback	11	TBD
financial_crisis	drop	3	TBD
financial_crisis	inflation	4	TBD
financial_crisis	stress	6	TBD
financial_crisis	great_depression	7	TBD
financial_crisis	damage	23	TBD
financial_crisis	serious_problem	3	TBD
financial_crisis	anxiety	3	TBD
financial_crisis	pain	3	TBD
financial_crisis	disruption	2	TBD
financial_crisis	homelessness	3	TBD
financial_crisis	layoff	3	TBD
staph_infection	heart_attack	3	TBD
staph_infection	death	6	TBD
staph_infection	impetigo	2	TBD
staph_infection	sepsis	3	TBD
staph_infection	delirium	2	TBD
hospitalization	death	9	TBD
hospitalization	complication	7	TBD
hospitalization	stress	20	TBD
hospitalization	expense	9	TBD
hospitalization	infection	3	TBD
hospitalization	trauma	3	TBD
hospitalization	loss_of_income	2	TBD
hospitalization	anxiety	6	TBD
hospitalization	separation	2	TBD
phimosis	problem	6	TBD
dissociation	problem	4	TBD
dissociation	symptom	5	TBD
asbestosis	death	52	TBD
asbestosis	cancer	5	TBD
asbestosis	breathing_problem	4	TBD
asbestosis	shortness_of_breath	11	TBD
asbestosis	disability	14	TBD
asbestosis	heart_failure	4	TBD
asbestosis	lung_cancer	10	TBD
asbestosis	mesothelioma	2	TBD
asbestosis	problem	9	TBD
asbestosis	exposure	2	TBD
asbestosis	severe_shortness_of_breath	3	TBD
asbestosis	respiratory_failure	3	TBD
asbestosis	breathing_difficulty	2	TBD
asbestosis	health_problem	3	TBD
asbestosis	symptom	2	TBD
asbestosis	chest_pain	3	TBD
asbestosis	cough	1	TBD
asbestosis	pleurisy	1	TBD
skin_rash	blindness	3	TBD
skin_rash	inflammation	5	TBD
skin_rash	discomfort	2	TBD
joint_destruction	disability	3	TBD
anxiety_attack	physical_injury	16	TBD
anxiety_attack	dizziness	4	TBD
anxiety_attack	chest_pain	2	TBD
anxiety_attack	physical_harm	3	TBD
anxiety_attack	symptom	3	TBD
anxiety_attack	heart_palpitation	3	TBD
anxiety_attack	hyperventilation	2	TBD
anxiety_attack	phobia	2	TBD
laminitis	lameness	13	TBD
laminitis	inflammation	2	TBD
laminitis	death	2	TBD
laminitis	pain	4	TBD
impulsive_behavior	problem	3	TBD
impulsive_behavior	accident	2	TBD
impulsive_behavior	injury	2	TBD
therapy	side_effect	61	TBD
therapy	pain	21	TBD
therapy	harm	20	TBD
therapy	complication	18	TBD
therapy	immunosuppression	9	TBD
therapy	adverse_event	26	TBD
therapy	nausea	7	TBD
therapy	divorce	11	TBD
therapy	impotence	3	TBD
therapy	improvement	3	TBD
therapy	adverse_effect	6	TBD
therapy	depression	5	TBD
therapy	significant_decrease	5	TBD
therapy	symptom	11	TBD
therapy	improved_quality_of_life	3	TBD
therapy	increase	3	TBD
therapy	quality_of_life	2	TBD
therapy	stroke	3	TBD
therapy	increased_risk	14	TBD
therapy	recovery	11	TBD
therapy	death	11	TBD
therapy	late_effect	6	TBD
therapy	hot_flash	2	TBD
therapy	problem	6	TBD
therapy	mortality	2	TBD
therapy	discomfort	5	TBD
therapy	genetic_change	3	TBD
therapy	cure	2	TBD
therapy	relief	3	TBD
therapy	cancer	2	TBD
therapy	anxiety	2	TBD
therapy	fatigue	3	TBD
decline	symptom	10	TBD
decline	death	6	TBD
decline	decrease	18	TBD
decline	depression	7	TBD
decline	muscle_loss	7	TBD
decline	pain	3	TBD
decline	decline	2	TBD
decline	dementia	2	TBD
decline	schizophrenia	2	TBD
decline	aging	4	TBD
decline	mood_swing	2	TBD
decline	loss_of_strength	5	TBD
decline	hot_flash	2	TBD
decline	fatigue	2	TBD
decline	weakness	2	TBD
decline	lack_of_energy	2	TBD
decline	increase	3	TBD
decline	osteoporosis	3	TBD
ketoacidosis	death	24	TBD
ketoacidosis	coma	25	TBD
ketoacidosis	diabetic_coma	8	TBD
ketoacidosis	sinusitis	5	TBD
ketoacidosis	symptom	2	TBD
ketoacidosis	metabolic_acidosis	2	TBD
havoc	turnover	4	TBD
anguish	sickness	22	TBD
anguish	grief	2	TBD
negative_emotion	stress	29	TBD
negative_emotion	problem	6	TBD
negative_emotion	illness	32	TBD
negative_emotion	physical_illness	4	TBD
negative_emotion	negative_thought	4	TBD
negative_emotion	physical_symptom	4	TBD
negative_emotion	disease	3	TBD
negative_emotion	violence	2	TBD
negative_emotion	sickness	3	TBD
negative_emotion	depression	4	TBD
negative_emotion	dis-ease	3	TBD
negative_emotion	anger	3	TBD
negative_emotion	aggression	2	TBD
negative_emotion	physical_pain	3	TBD
negative_emotion	pain	2	TBD
negative_emotion	suffering	2	TBD
negative_emotion	discomfort	2	TBD
memory_loss	confusion	7	TBD
memory_loss	alzheimer_'_s_disease	6	TBD
memory_loss	dementia	3	TBD
memory_loss	cancer	2	TBD
sign	faith	3	TBD
sign	physical_symptom	2	TBD
sign	accident	4	TBD
sign	damage	3	TBD
sign	death	3	TBD
tbi	long-term_disability	22	TBD
tbi	problem	14	TBD
tbi	disability	152	TBD
tbi	death	107	TBD
tbi	symptom	9	TBD
tbi	memory_loss	8	TBD
tbi	behavioral_problem	5	TBD
tbi	impairment	5	TBD
tbi	cognitive_problem	5	TBD
tbi	depression	5	TBD
tbi	memory_problem	4	TBD
tbi	seizure	9	TBD
tbi	parkinson_'s_disease	2	TBD
tbi	loss	2	TBD
tbi	poor_outcome	6	TBD
tbi	concussion	2	TBD
tbi	irritability	3	TBD
tbi	behavioral_change	2	TBD
tbi	physical_problem	14	TBD
tbi	epilepsy	10	TBD
tbi	physical_limitation	2	TBD
tbi	mortality	5	TBD
tbi	permanent_disability	6	TBD
tbi	damage	5	TBD
tbi	trauma	2	TBD
bout	death	2	TBD
foot_odor	bacteria	5	TBD
invasive_infection	death	6	TBD
invasive_infection	fever	2	TBD
irrational_thought	anxiety	14	TBD
irrational_thought	anger	2	TBD
myocardial_infarction	death	83	TBD
myocardial_infarction	heart_failure	16	TBD
myocardial_infarction	congestive_heart_failure	14	TBD
myocardial_infarction	mortality	20	TBD
myocardial_infarction	pain	10	TBD
myocardial_infarction	cardiac_arrest	6	TBD
myocardial_infarction	sudden_death	5	TBD
myocardial_infarction	chest_pain	4	TBD
myocardial_infarction	ventricular_fibrillation	4	TBD
myocardial_infarction	morbidity	10	TBD
myocardial_infarction	damage_to_the_heart	51	TBD
myocardial_infarction	shock	2	TBD
myocardial_infarction	damage	30	TBD
myocardial_infarction	heart_attack	2	TBD
myocardial_infarction	disability	2	TBD
myocardial_infarction	arrhythmia	3	TBD
myocardial_infarction	inflammation	3	TBD
myocardial_infarction	shortness_of_breath	1	TBD
myocardial_infarction	nausea	1	TBD
myocardial_infarction	sinus_tachycardia	1	TBD
limited_movement	deformity	2	TBD
physical_symptom	sleeplessness	4	TBD
physical_symptom	pain	8	TBD
physical_symptom	psychological_distress	3	TBD
physical_symptom	distress	2	TBD
osteoarthritis	pain	1100	TBD
osteoarthritis	stiffness	141	TBD
osteoarthritis	joint_pain	403	TBD
osteoarthritis	symptom	64	TBD
osteoarthritis	inflammation	245	TBD
osteoarthritis	chronic_pain	38	TBD
osteoarthritis	knee_pain	92	TBD
osteoarthritis	disability	62	TBD
osteoarthritis	hip_pain	14	TBD
osteoarthritis	significant_pain	8	TBD
osteoarthritis	back_pain	15	TBD
osteoarthritis	severe_pain	14	TBD
osteoarthritis	chronic_joint_pain	14	TBD
osteoarthritis	spinal_stenosis	11	TBD
osteoarthritis	problem	29	TBD
osteoarthritis	lower_back_pain	6	TBD
osteoarthritis	discomfort	13	TBD
osteoarthritis	degeneration	19	TBD
osteoarthritis	joint_destruction	6	TBD
osteoarthritis	cartilage_damage	12	TBD
osteoarthritis	rheumatoid_arthritis	4	TBD
